order_details_id,order_id,pizza_id,quantity,date,time,pizza_type_id,size,price,name,category,ingredients,ingredient_list
266,111,cali_ckn_m,1,2015-01-02,18:38:01,cali_ckn,M,16.75,"The California Chicken Pizza",Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","['Chicken', 'Artichoke', 'Spinach', 'Garlic', 'Jalapeno Peppers', 'Fontina Cheese', 'Gouda Cheese']"
267,111,five_cheese_l,1,2015-01-02,18:38:01,five_cheese,L,18.5,"The Five Cheese Pizza",Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","['Mozzarella Cheese', 'Provolone Cheese', 'Smoked Gouda Cheese', 'Romano Cheese', 'Blue Cheese', 'Garlic']"
268,111,pepperoni_m,1,2015-01-02,18:38:01,pepperoni,M,12.5,"The Pepperoni Pizza",Classic,"Mozzarella Cheese, Pepperoni","['Mozzarella Cheese', 'Pepperoni']"
269,111,spin_pesto_l,1,2015-01-02,18:38:01,spin_pesto,L,20.75,"The Spinach Pesto Pizza",Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce","['Spinach', 'Artichokes', 'Tomatoes', 'Sun-dried Tomatoes', 'Garlic', 'Pesto Sauce']"
270,112,pepperoni_s,1,2015-01-02,18:41:40,pepperoni,S,9.75,"The Pepperoni Pizza",Classic,"Mozzarella Cheese, Pepperoni","['Mozzarella Cheese', 'Pepperoni']"
271,113,cali_ckn_l,1,2015-01-02,18:50:21,cali_ckn,L,20.75,"The California Chicken Pizza",Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","['Chicken', 'Artichoke', 'Spinach', 'Garlic', 'Jalapeno Peppers', 'Fontina Cheese', 'Gouda Cheese']"
272,113,mexicana_l,1,2015-01-02,18:50:21,mexicana,L,20.25,"The Mexicana Pizza",Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","['Tomatoes', 'Red Peppers', 'Jalapeno Peppers', 'Red Onions', 'Cilantro', 'Corn', 'Chipotle Sauce', 'Garlic']"
273,113,southw_ckn_m,1,2015-01-02,18:50:21,southw_ckn,M,16.75,"The Southwest Chicken Pizza",Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","['Chicken', 'Tomatoes', 'Red Peppers', 'Red Onions', 'Jalapeno Peppers', 'Corn', 'Cilantro', 'Chipotle Sauce']"
274,114,pepperoni_l,1,2015-01-02,18:59:32,pepperoni,L,15.25,"The Pepperoni Pizza",Classic,"Mozzarella Cheese, Pepperoni","['Mozzarella Cheese', 'Pepperoni']"
275,114,sicilian_s,1,2015-01-02,18:59:32,sicilian,S,12.25,"The Sicilian Pizza",Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","['Coarse Sicilian Salami', 'Tomatoes', 'Green Olives', 'Luganega Sausage', 'Onions', 'Garlic']"
276,115,big_meat_s,1,2015-01-02,19:05:17,big_meat,S,12,"The Big Meat Pizza",Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","['Bacon', 'Pepperoni', 'Italian Sausage', 'Chorizo Sausage']"
277,115,napolitana_l,1,2015-01-02,19:05:17,napolitana,L,20.5,"The Napolitana Pizza",Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","['Tomatoes', 'Anchovies', 'Green Olives', 'Red Onions', 'Garlic']"
278,115,thai_ckn_m,1,2015-01-02,19:05:17,thai_ckn,M,16.75,"The Thai Chicken Pizza",Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","['Chicken', 'Pineapple', 'Tomatoes', 'Red Peppers', 'Thai Sweet Chilli Sauce']"
279,116,five_cheese_l,1,2015-01-02,19:18:49,five_cheese,L,18.5,"The Five Cheese Pizza",Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","['Mozzarella Cheese', 'Provolone Cheese', 'Smoked Gouda Cheese', 'Romano Cheese', 'Blue Cheese', 'Garlic']"
280,117,peppr_salami_m,1,2015-01-02,19:23:02,peppr_salami,M,16.5,"The Pepper Salami Pizza",Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","['Genoa Salami', 'Capocollo', 'Pepperoni', 'Tomatoes', 'Asiago Cheese', 'Garlic']"
281,117,sicilian_l,1,2015-01-02,19:23:02,sicilian,L,20.25,"The Sicilian Pizza",Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","['Coarse Sicilian Salami', 'Tomatoes', 'Green Olives', 'Luganega Sausage', 'Onions', 'Garlic']"
282,118,prsc_argla_l,1,2015-01-02,19:26:59,prsc_argla,L,20.75,"The Prosciutto and Arugula Pizza",Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","['Prosciutto di San Daniele', 'Arugula', 'Mozzarella Cheese']"
283,118,spinach_fet_s,1,2015-01-02,19:26:59,spinach_fet,S,12,"The Spinach and Feta Pizza",Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","['Spinach', 'Mushrooms', 'Red Onions', 'Feta Cheese', 'Garlic']"
284,119,four_cheese_m,1,2015-01-02,19:32:29,four_cheese,M,14.75,"The Four Cheese Pizza",Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","['Ricotta Cheese', 'Gorgonzola Piccante Cheese', 'Mozzarella Cheese', 'Parmigiano Reggiano Cheese', 'Garlic']"
285,120,classic_dlx_s,1,2015-01-02,19:35:07,classic_dlx,S,12,"The Classic Deluxe Pizza",Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","['Pepperoni', 'Mushrooms', 'Red Onions', 'Red Peppers', 'Bacon']"
286,120,hawaiian_s,1,2015-01-02,19:35:07,hawaiian,S,10.5,"The Hawaiian Pizza",Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","['Sliced Ham', 'Pineapple', 'Mozzarella Cheese']"
287,120,spinach_fet_l,1,2015-01-02,19:35:07,spinach_fet,L,20.25,"The Spinach and Feta Pizza",Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","['Spinach', 'Mushrooms', 'Red Onions', 'Feta Cheese', 'Garlic']"
288,121,bbq_ckn_m,1,2015-01-02,19:38:48,bbq_ckn,M,16.75,"The Barbecue Chicken Pizza",Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","['Barbecued Chicken', 'Red Peppers', 'Green Peppers', 'Tomatoes', 'Red Onions', 'Barbecue Sauce']"
289,121,four_cheese_l,1,2015-01-02,19:38:48,four_cheese,L,17.95,"The Four Cheese Pizza",Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","['Ricotta Cheese', 'Gorgonzola Piccante Cheese', 'Mozzarella Cheese', 'Parmigiano Reggiano Cheese', 'Garlic']"
290,121,sicilian_l,1,2015-01-02,19:38:48,sicilian,L,20.25,"The Sicilian Pizza",Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","['Coarse Sicilian Salami', 'Tomatoes', 'Green Olives', 'Luganega Sausage', 'Onions', 'Garlic']"
291,121,southw_ckn_l,1,2015-01-02,19:38:48,southw_ckn,L,20.75,"The Southwest Chicken Pizza",Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","['Chicken', 'Tomatoes', 'Red Peppers', 'Red Onions', 'Jalapeno Peppers', 'Corn', 'Cilantro', 'Chipotle Sauce']"
292,122,ital_supr_m,1,2015-01-02,19:50:19,ital_supr,M,16.5,"The Italian Supreme Pizza",Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","['Calabrese Salami', 'Capocollo', 'Tomatoes', 'Red Onions', 'Green Olives', 'Garlic']"
293,123,ital_cpcllo_s,1,2015-01-02,20:12:09,ital_cpcllo,S,12,"The Italian Capocollo Pizza",Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","['Capocollo', 'Red Peppers', 'Tomatoes', 'Goat Cheese', 'Garlic', 'Oregano']"
294,124,bbq_ckn_s,1,2015-01-02,20:12:34,bbq_ckn,S,12.75,"The Barbecue Chicken Pizza",Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","['Barbecued Chicken', 'Red Peppers', 'Green Peppers', 'Tomatoes', 'Red Onions', 'Barbecue Sauce']"
295,124,sicilian_l,1,2015-01-02,20:12:34,sicilian,L,20.25,"The Sicilian Pizza",Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","['Coarse Sicilian Salami', 'Tomatoes', 'Green Olives', 'Luganega Sausage', 'Onions', 'Garlic']"
296,124,spicy_ital_l,1,2015-01-02,20:12:34,spicy_ital,L,20.75,"The Spicy Italian Pizza",Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","['Capocollo', 'Tomatoes', 'Goat Cheese', 'Artichokes', 'Peperoncini verdi', 'Garlic']"
297,124,the_greek_s,1,2015-01-02,20:12:34,the_greek,S,12,"The Greek Pizza",Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","['Kalamata Olives', 'Feta Cheese', 'Tomatoes', 'Garlic', 'Beef Chuck Roast', 'Red Onions']"
298,125,the_greek_xl,1,2015-01-02,20:31:06,the_greek,XL,25.5,"The Greek Pizza",Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","['Kalamata Olives', 'Feta Cheese', 'Tomatoes', 'Garlic', 'Beef Chuck Roast', 'Red Onions']"
299,126,veggie_veg_l,1,2015-01-02,20:53:42,veggie_veg,L,20.25,"The Vegetables + Vegetables Pizza",Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","['Mushrooms', 'Tomatoes', 'Red Peppers', 'Green Peppers', 'Red Onions', 'Zucchini', 'Spinach', 'Garlic']"
300,127,pepperoni_m,1,2015-01-02,20:58:23,pepperoni,M,12.5,"The Pepperoni Pizza",Classic,"Mozzarella Cheese, Pepperoni","['Mozzarella Cheese', 'Pepperoni']"
301,128,spicy_ital_s,1,2015-01-02,21:05:06,spicy_ital,S,12.5,"The Spicy Italian Pizza",Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","['Capocollo', 'Tomatoes', 'Goat Cheese', 'Artichokes', 'Peperoncini verdi', 'Garlic']"
302,129,big_meat_s,1,2015-01-02,21:13:02,big_meat,S,12,"The Big Meat Pizza",Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","['Bacon', 'Pepperoni', 'Italian Sausage', 'Chorizo Sausage']"
303,129,the_greek_m,1,2015-01-02,21:13:02,the_greek,M,16,"The Greek Pizza",Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","['Kalamata Olives', 'Feta Cheese', 'Tomatoes', 'Garlic', 'Beef Chuck Roast', 'Red Onions']"
304,130,hawaiian_s,1,2015-01-02,21:14:55,hawaiian,S,10.5,"The Hawaiian Pizza",Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","['Sliced Ham', 'Pineapple', 'Mozzarella Cheese']"
305,130,ital_cpcllo_l,1,2015-01-02,21:14:55,ital_cpcllo,L,20.5,"The Italian Capocollo Pizza",Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","['Capocollo', 'Red Peppers', 'Tomatoes', 'Goat Cheese', 'Garlic', 'Oregano']"
306,130,mexicana_m,1,2015-01-02,21:14:55,mexicana,M,16,"The Mexicana Pizza",Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","['Tomatoes', 'Red Peppers', 'Jalapeno Peppers', 'Red Onions', 'Cilantro', 'Corn', 'Chipotle Sauce', 'Garlic']"
307,130,southw_ckn_s,1,2015-01-02,21:14:55,southw_ckn,S,12.75,"The Southwest Chicken Pizza",Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","['Chicken', 'Tomatoes', 'Red Peppers', 'Red Onions', 'Jalapeno Peppers', 'Corn', 'Cilantro', 'Chipotle Sauce']"
308,131,ckn_pesto_l,1,2015-01-02,21:33:10,ckn_pesto,L,20.75,"The Chicken Pesto Pizza",Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce","['Chicken', 'Tomatoes', 'Red Peppers', 'Spinach', 'Garlic', 'Pesto Sauce']"
309,131,five_cheese_l,1,2015-01-02,21:33:10,five_cheese,L,18.5,"The Five Cheese Pizza",Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","['Mozzarella Cheese', 'Provolone Cheese', 'Smoked Gouda Cheese', 'Romano Cheese', 'Blue Cheese', 'Garlic']"
310,131,green_garden_s,1,2015-01-02,21:33:10,green_garden,S,12,"The Green Garden Pizza",Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese","['Spinach', 'Mushrooms', 'Tomatoes', 'Green Olives', 'Feta Cheese']"
311,131,spinach_supr_s,1,2015-01-02,21:33:10,spinach_supr,S,12.5,"The Spinach Supreme Pizza",Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","['Spinach', 'Red Onions', 'Pepperoni', 'Tomatoes', 'Artichokes', 'Kalamata Olives', 'Garlic', 'Asiago Cheese']"
312,132,pepperoni_s,1,2015-01-02,21:42:45,pepperoni,S,9.75,"The Pepperoni Pizza",Classic,"Mozzarella Cheese, Pepperoni","['Mozzarella Cheese', 'Pepperoni']"
313,133,bbq_ckn_l,1,2015-01-02,22:00:17,bbq_ckn,L,20.75,"The Barbecue Chicken Pizza",Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","['Barbecued Chicken', 'Red Peppers', 'Green Peppers', 'Tomatoes', 'Red Onions', 'Barbecue Sauce']"
314,133,hawaiian_l,1,2015-01-02,22:00:17,hawaiian,L,16.5,"The Hawaiian Pizza",Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","['Sliced Ham', 'Pineapple', 'Mozzarella Cheese']"
315,133,the_greek_s,1,2015-01-02,22:00:17,the_greek,S,12,"The Greek Pizza",Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","['Kalamata Olives', 'Feta Cheese', 'Tomatoes', 'Garlic', 'Beef Chuck Roast', 'Red Onions']"
316,134,big_meat_s,1,2015-01-02,22:13:24,big_meat,S,12,"The Big Meat Pizza",Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","['Bacon', 'Pepperoni', 'Italian Sausage', 'Chorizo Sausage']"
317,134,southw_ckn_l,1,2015-01-02,22:13:24,southw_ckn,L,20.75,"The Southwest Chicken Pizza",Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","['Chicken', 'Tomatoes', 'Red Peppers', 'Red Onions', 'Jalapeno Peppers', 'Corn', 'Cilantro', 'Chipotle Sauce']"
318,134,spinach_supr_s,1,2015-01-02,22:13:24,spinach_supr,S,12.5,"The Spinach Supreme Pizza",Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","['Spinach', 'Red Onions', 'Pepperoni', 'Tomatoes', 'Artichokes', 'Kalamata Olives', 'Garlic', 'Asiago Cheese']"
319,135,veggie_veg_l,1,2015-01-02,22:29:34,veggie_veg,L,20.25,"The Vegetables + Vegetables Pizza",Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","['Mushrooms', 'Tomatoes', 'Red Peppers', 'Green Peppers', 'Red Onions', 'Zucchini', 'Spinach', 'Garlic']"
320,136,five_cheese_l,1,2015-01-02,22:32:49,five_cheese,L,18.5,"The Five Cheese Pizza",Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","['Mozzarella Cheese', 'Provolone Cheese', 'Smoked Gouda Cheese', 'Romano Cheese', 'Blue Cheese', 'Garlic']"
321,136,peppr_salami_s,1,2015-01-02,22:32:49,peppr_salami,S,12.5,"The Pepper Salami Pizza",Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","['Genoa Salami', 'Capocollo', 'Pepperoni', 'Tomatoes', 'Asiago Cheese', 'Garlic']"
322,137,mediterraneo_l,1,2015-01-03,11:34:10,mediterraneo,L,20.25,"The Mediterranean Pizza",Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions","['Spinach', 'Artichokes', 'Kalamata Olives', 'Sun-dried Tomatoes', 'Feta Cheese', 'Plum Tomatoes', 'Red Onions']"
323,137,pepperoni_s,1,2015-01-03,11:34:10,pepperoni,S,9.75,"The Pepperoni Pizza",Classic,"Mozzarella Cheese, Pepperoni","['Mozzarella Cheese', 'Pepperoni']"
324,137,spicy_ital_m,1,2015-01-03,11:34:10,spicy_ital,M,16.5,"The Spicy Italian Pizza",Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","['Capocollo', 'Tomatoes', 'Goat Cheese', 'Artichokes', 'Peperoncini verdi', 'Garlic']"
325,138,cali_ckn_m,1,2015-01-03,11:44:50,cali_ckn,M,16.75,"The California Chicken Pizza",Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","['Chicken', 'Artichoke', 'Spinach', 'Garlic', 'Jalapeno Peppers', 'Fontina Cheese', 'Gouda Cheese']"
326,138,four_cheese_l,1,2015-01-03,11:44:50,four_cheese,L,17.95,"The Four Cheese Pizza",Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","['Ricotta Cheese', 'Gorgonzola Piccante Cheese', 'Mozzarella Cheese', 'Parmigiano Reggiano Cheese', 'Garlic']"
327,138,ital_veggie_l,1,2015-01-03,11:44:50,ital_veggie,L,21,"The Italian Vegetables Pizza",Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce","['Eggplant', 'Artichokes', 'Tomatoes', 'Zucchini', 'Red Peppers', 'Garlic', 'Pesto Sauce']"
328,138,sicilian_m,1,2015-01-03,11:44:50,sicilian,M,16.25,"The Sicilian Pizza",Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","['Coarse Sicilian Salami', 'Tomatoes', 'Green Olives', 'Luganega Sausage', 'Onions', 'Garlic']"
329,139,five_cheese_l,1,2015-01-03,11:57:39,five_cheese,L,18.5,"The Five Cheese Pizza",Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","['Mozzarella Cheese', 'Provolone Cheese', 'Smoked Gouda Cheese', 'Romano Cheese', 'Blue Cheese', 'Garlic']"
330,140,prsc_argla_s,1,2015-01-03,12:26:44,prsc_argla,S,12.5,"The Prosciutto and Arugula Pizza",Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","['Prosciutto di San Daniele', 'Arugula', 'Mozzarella Cheese']"
331,140,veggie_veg_m,1,2015-01-03,12:26:44,veggie_veg,M,16,"The Vegetables + Vegetables Pizza",Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","['Mushrooms', 'Tomatoes', 'Red Peppers', 'Green Peppers', 'Red Onions', 'Zucchini', 'Spinach', 'Garlic']"
332,141,classic_dlx_m,1,2015-01-03,13:16:01,classic_dlx,M,16,"The Classic Deluxe Pizza",Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","['Pepperoni', 'Mushrooms', 'Red Onions', 'Red Peppers', 'Bacon']"
333,142,green_garden_m,1,2015-01-03,13:33:59,green_garden,M,16,"The Green Garden Pizza",Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese","['Spinach', 'Mushrooms', 'Tomatoes', 'Green Olives', 'Feta Cheese']"
334,143,cali_ckn_s,1,2015-01-03,13:41:36,cali_ckn,S,12.75,"The California Chicken Pizza",Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","['Chicken', 'Artichoke', 'Spinach', 'Garlic', 'Jalapeno Peppers', 'Fontina Cheese', 'Gouda Cheese']"
335,143,classic_dlx_s,1,2015-01-03,13:41:36,classic_dlx,S,12,"The Classic Deluxe Pizza",Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","['Pepperoni', 'Mushrooms', 'Red Onions', 'Red Peppers', 'Bacon']"
336,143,hawaiian_l,1,2015-01-03,13:41:36,hawaiian,L,16.5,"The Hawaiian Pizza",Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","['Sliced Ham', 'Pineapple', 'Mozzarella Cheese']"
337,143,mexicana_m,1,2015-01-03,13:41:36,mexicana,M,16,"The Mexicana Pizza",Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","['Tomatoes', 'Red Peppers', 'Jalapeno Peppers', 'Red Onions', 'Cilantro', 'Corn', 'Chipotle Sauce', 'Garlic']"
338,143,pepperoni_l,1,2015-01-03,13:41:36,pepperoni,L,15.25,"The Pepperoni Pizza",Classic,"Mozzarella Cheese, Pepperoni","['Mozzarella Cheese', 'Pepperoni']"
339,143,prsc_argla_s,1,2015-01-03,13:41:36,prsc_argla,S,12.5,"The Prosciutto and Arugula Pizza",Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","['Prosciutto di San Daniele', 'Arugula', 'Mozzarella Cheese']"
340,143,thai_ckn_l,1,2015-01-03,13:41:36,thai_ckn,L,20.75,"The Thai Chicken Pizza",Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","['Chicken', 'Pineapple', 'Tomatoes', 'Red Peppers', 'Thai Sweet Chilli Sauce']"
341,143,veggie_veg_m,1,2015-01-03,13:41:36,veggie_veg,M,16,"The Vegetables + Vegetables Pizza",Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","['Mushrooms', 'Tomatoes', 'Red Peppers', 'Green Peppers', 'Red Onions', 'Zucchini', 'Spinach', 'Garlic']"
342,144,bbq_ckn_m,3,2015-01-03,13:44:28,bbq_ckn,M,16.75,"The Barbecue Chicken Pizza",Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","['Barbecued Chicken', 'Red Peppers', 'Green Peppers', 'Tomatoes', 'Red Onions', 'Barbecue Sauce']"
343,144,big_meat_s,1,2015-01-03,13:44:28,big_meat,S,12,"The Big Meat Pizza",Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","['Bacon', 'Pepperoni', 'Italian Sausage', 'Chorizo Sausage']"
344,144,cali_ckn_l,1,2015-01-03,13:44:28,cali_ckn,L,20.75,"The California Chicken Pizza",Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","['Chicken', 'Artichoke', 'Spinach', 'Garlic', 'Jalapeno Peppers', 'Fontina Cheese', 'Gouda Cheese']"
345,144,ckn_pesto_m,1,2015-01-03,13:44:28,ckn_pesto,M,16.75,"The Chicken Pesto Pizza",Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce","['Chicken', 'Tomatoes', 'Red Peppers', 'Spinach', 'Garlic', 'Pesto Sauce']"
346,144,five_cheese_l,1,2015-01-03,13:44:28,five_cheese,L,18.5,"The Five Cheese Pizza",Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","['Mozzarella Cheese', 'Provolone Cheese', 'Smoked Gouda Cheese', 'Romano Cheese', 'Blue Cheese', 'Garlic']"
347,144,four_cheese_l,1,2015-01-03,13:44:28,four_cheese,L,17.95,"The Four Cheese Pizza",Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","['Ricotta Cheese', 'Gorgonzola Piccante Cheese', 'Mozzarella Cheese', 'Parmigiano Reggiano Cheese', 'Garlic']"
348,144,pep_msh_pep_s,1,2015-01-03,13:44:28,pep_msh_pep,S,11,"The Pepperoni, Mushroom, and Peppers Pizza",Classic,"Pepperoni, Mushrooms, Green Peppers","['Pepperoni', 'Mushrooms', 'Green Peppers']"
349,144,southw_ckn_l,1,2015-01-03,13:44:28,southw_ckn,L,20.75,"The Southwest Chicken Pizza",Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","['Chicken', 'Tomatoes', 'Red Peppers', 'Red Onions', 'Jalapeno Peppers', 'Corn', 'Cilantro', 'Chipotle Sauce']"
350,144,southw_ckn_s,1,2015-01-03,13:44:28,southw_ckn,S,12.75,"The Southwest Chicken Pizza",Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","['Chicken', 'Tomatoes', 'Red Peppers', 'Red Onions', 'Jalapeno Peppers', 'Corn', 'Cilantro', 'Chipotle Sauce']"
351,144,spicy_ital_l,1,2015-01-03,13:44:28,spicy_ital,L,20.75,"The Spicy Italian Pizza",Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","['Capocollo', 'Tomatoes', 'Goat Cheese', 'Artichokes', 'Peperoncini verdi', 'Garlic']"
352,144,thai_ckn_m,1,2015-01-03,13:44:28,thai_ckn,M,16.75,"The Thai Chicken Pizza",Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","['Chicken', 'Pineapple', 'Tomatoes', 'Red Peppers', 'Thai Sweet Chilli Sauce']"
353,144,veggie_veg_l,1,2015-01-03,13:44:28,veggie_veg,L,20.25,"The Vegetables + Vegetables Pizza",Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","['Mushrooms', 'Tomatoes', 'Red Peppers', 'Green Peppers', 'Red Onions', 'Zucchini', 'Spinach', 'Garlic']"
354,145,the_greek_s,1,2015-01-03,13:53:48,the_greek,S,12,"The Greek Pizza",Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","['Kalamata Olives', 'Feta Cheese', 'Tomatoes', 'Garlic', 'Beef Chuck Roast', 'Red Onions']"
